"gene","pathway","cor","pvalue","p_adj"
"SUCLG1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.645590910873098,1.99094582091694e-85,2.22894010709515e-81
"RAC3","Glucose_import_in_response_to_insulin_stimulus",0.645533553480784,2.08318840523124e-85,2.32902313530623e-81
"NDUFB2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.645244232855075,2.61745028481107e-85,2.9223403925094e-81
"TXNL4A","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.64518724792229,2.7377541193454e-85,3.0524932705384e-81
"NDUFA6","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.645150741354618,2.81770089870527e-85,3.13735660644173e-81
"UBE2L3","Mitochondrial_respirasome_assembly",0.645116234374453,2.89540336700265e-85,3.21949381249463e-81
"NDUFB11","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.644996713080685,3.18139701337221e-85,3.53269964897704e-81
"JAGN1","D_glucose_import",0.644914364446687,3.39463307091236e-85,3.76437438910018e-81
"ACVR1C","Adiponectin_activated_signaling_pathway",0.644893113852471,3.45193141181062e-85,3.822733773513e-81
"MRPS15","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.644835514029446,3.61212497794219e-85,3.99472955373078e-81
"MRPS7","Oxidative_phosphorylation",0.644795609240924,3.72742343405307e-85,4.11667760933729e-81
"COX6A1","Mitochondrial_respirasome_assembly",0.644777496914892,3.78095757288302e-85,4.17017454297836e-81
"TXNL4A","Mitochondrial_respirasome_assembly",0.644767555716069,3.81066506395974e-85,4.19728344778739e-81
"GDE1","Glucose_import_in_response_to_insulin_stimulus",0.644728920423793,3.92834197470167e-85,4.32108377165496e-81
"ACADS","Adiponectin_activated_signaling_pathway",0.644656291304404,4.15943479611682e-85,4.56764517175655e-81
"NSDHL","Maintenance_of_protein_location_in_mitochondrion",0.644655002287381,4.16365611206299e-85,4.56764517175655e-81
"BICD1","Glucose_import_in_response_to_insulin_stimulus",-0.644542650989047,4.54845239938048e-85,4.9764356226417e-81
"ACO2","Maintenance_of_protein_location_in_mitochondrion",0.644544337642343,4.54242189658986e-85,4.9764356226417e-81
"EMC3","Maintenance_of_protein_location_in_mitochondrion",0.644505667234981,4.68270640389527e-85,5.11648194070203e-81
"FSTL5","Axon_ensheathment_in_central_nervous_system",0.644441996927984,4.92313744085144e-85,5.37201270225014e-81
"MTCH2","Neutral_lipid_metabolic_process",0.644317154104614,5.43080129925269e-85,5.9180728951873e-81
"TMEM126A","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.644259293041425,5.68343905094821e-85,6.18514236584125e-81
"TNIP1","Maintenance_of_protein_location_in_mitochondrion",0.64425516149501,5.70191962387138e-85,6.19701359439963e-81
"NDUFC2","Mitochondrial_respirasome_assembly",0.644246527318575,5.74073395284134e-85,6.23092334769386e-81
"RASL10B","D_glucose_import",0.64423954489761,5.77231515642551e-85,6.25690292517006e-81
"LDHB","Glucose_6_phosphate_metabolic_process",0.644103176329509,6.42496323191426e-85,6.95512893140486e-81
"MRPS33","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.644031523574816,6.79680274263722e-85,7.34793186331084e-81
"ENSG00000288938","Neutral_lipid_metabolic_process",0.643960493733322,7.18653922829524e-85,7.75902102902418e-81
"GPATCH11","Neutral_lipid_metabolic_process",0.643937517329318,7.3173094552553e-85,7.88979974343277e-81
"ALDH4A1","Neutral_lipid_metabolic_process",0.643916412447515,7.43951343854583e-85,8.01101000871149e-81
"MDH2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.643894876339309,7.56630826003933e-85,8.13683872486417e-81
"COX5B","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.643833191607623,7.9415064548079e-85,8.52912061187904e-81
"RETSAT","Adiponectin_activated_signaling_pathway",0.64382533130174,7.99062808129062e-85,8.57062933910461e-81
"SRCIN1","Neutral_lipid_metabolic_process",0.643644274304907,9.20970346503727e-85,9.8652619711726e-81
"RMDN3","Glucose_6_phosphate_metabolic_process",0.643629802410044,9.31478230121342e-85,9.96477755114091e-81
"COX5A","Neutral_lipid_metabolic_process",0.643524222936445,1.01183556989067e-84,1.08102940375463e-80
"MRPS15","Regulation_of_oxidative_phosphorylation",0.643507186064026,1.02543382308427e-84,1.09412919911377e-80
"DLG3","Adiponectin_activated_signaling_pathway",-0.643496025827754,1.03443998138879e-84,1.10230153394389e-80
"DOCK11","Adiponectin_activated_signaling_pathway",0.643492201226086,1.03754445908897e-84,1.104171948362e-80
"NDUFC2","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.643473996816452,1.05244878706255e-84,1.11857879153016e-80
"AGPAT2","Adiponectin_activated_signaling_pathway",0.643387775700002,1.12598590723591e-84,1.19518438615887e-80
"SLIRP","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.643385739241088,1.12778323296695e-84,1.19554153063934e-80
"TMEM120A","Neutral_lipid_metabolic_process",0.643356441451033,1.1539589593803e-84,1.22170739725103e-80
"NUDT16","Adiponectin_activated_signaling_pathway",0.64321774478926,1.28631962454969e-84,1.36007941878299e-80
"TACO1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.643087927015209,1.42385691779976e-84,1.50356075358872e-80
"CCDC107","Maintenance_of_protein_location_in_mitochondrion",0.64304986521128,1.46688905572139e-84,1.54700558330401e-80
"ANKEF1","Adiponectin_activated_signaling_pathway",0.64296661940298,1.56556951034948e-84,1.64895069472791e-80
"VKORC1L1","Adiponectin_activated_signaling_pathway",0.642850943803896,1.71375159226221e-84,1.80270477179245e-80
"POLDIP2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.642845412618775,1.72117669870076e-84,1.80819112917134e-80
"VEGFB","Neutral_lipid_metabolic_process",0.642825530367443,1.74813215306663e-84,1.83415482276546e-80
"BCL2L13","Neutral_lipid_metabolic_process",0.642719834939017,1.89864141593152e-84,1.98951972928755e-80
"PRDX6","D_glucose_import",0.642718007086644,1.90135461684737e-84,1.98981501882621e-80
"SOD1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.642613575046286,2.06295104626982e-84,2.15617245801265e-80
"COX4I1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.642599444818165,2.08584083744018e-84,2.17731586625815e-80
"NDUFB2","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.642543342746519,2.17924268229268e-84,2.27191601839668e-80
"PNPLA2","Glucose_import_in_response_to_insulin_stimulus",0.642472484636481,2.3031814863998e-84,2.39807051246003e-80
"ATP5MC3","Oxidative_phosphorylation",0.642460977275683,2.32396095258734e-84,2.41663147939112e-80
"FITM2","D_glucose_import",0.64230850887185,2.61755268382544e-84,2.71847628080047e-80
"DOCK11","Glucose_import_in_response_to_insulin_stimulus",0.642256298125554,2.72634746101554e-84,2.8278771242263e-80
"UQCRQ","Oxidative_phosphorylation",0.642235501826281,2.77092482993316e-84,2.87030691262215e-80
"PGD","Mitochondrial_protein_catabolic_process",0.642233955395,2.77426847211924e-84,2.87030691262215e-80
"PLXNA4","Adiponectin_activated_signaling_pathway",0.642087044735671,3.11092897019971e-84,3.21455786357887e-80
"COPS9","Mitochondrial_respirasome_assembly",0.642022385173729,3.27170510086339e-84,3.37642648134595e-80
"MYORG","Glucose_import_in_response_to_insulin_stimulus",0.642003457608726,3.32031428891778e-84,3.42227595535297e-80
"HADH","Adiponectin_activated_signaling_pathway",0.641992903489981,3.34773048287057e-84,3.44619376339349e-80
"POLR2E","Maintenance_of_protein_location_in_mitochondrion",0.641893254913228,3.61794985723251e-84,3.71968197115149e-80
"UQCRFS1","Maintenance_of_protein_location_in_mitochondrion",0.641730932929484,4.10535557979031e-84,4.21549706747521e-80
"MRPS11","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.641665307337248,4.32048258816542e-84,4.43083626780612e-80
"DRG1","Adiponectin_activated_signaling_pathway",0.641595521932435,4.56156431898819e-84,4.67222079009306e-80
"ANAPC11","Mitochondrial_respirasome_assembly",0.641540317546096,4.7617199849379e-84,4.8711353819668e-80
"NDUFAB1","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.641529157780023,4.80323197264557e-84,4.90746690368741e-80
"TKT","Maintenance_of_protein_location_in_mitochondrion",0.641459464513187,5.07074791890417e-84,5.17304950573165e-80
"VTI1B","Mitochondrial_protein_catabolic_process",0.641458179863817,5.07581571343781e-84,5.17304950573165e-80
"ZDHHC4","Glucose_import_in_response_to_insulin_stimulus",0.64141020241016,5.26873426993019e-84,5.36298497967804e-80
"EMC3","Glucose_6_phosphate_metabolic_process",0.64138360533967,5.37880779841857e-84,5.46792456094742e-80
"COX5A","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.641382079300065,5.38519237168881e-84,5.46792456094742e-80
"NPR1","Glucose_import_in_response_to_insulin_stimulus",0.641364860689388,5.45775554159252e-84,5.53473559419745e-80
"PRDX6","Neutral_lipid_metabolic_process",0.641350000359329,5.52116213788165e-84,5.59210702141699e-80
"MRPL58","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.641329891779297,5.60813086611071e-84,5.67317201302206e-80
"EPB41L4B","Glucose_import_in_response_to_insulin_stimulus",0.641198931217465,6.20885259426998e-84,6.27310655337056e-80
"PRRX1","Adiponectin_activated_signaling_pathway",-0.641168233506792,6.35868490444947e-84,6.41656775439657e-80
"SNN","Adiponectin_activated_signaling_pathway",0.641129156517026,6.55463207158215e-84,6.60615293266204e-80
"SLC1A5","Maintenance_of_protein_location_in_mitochondrion",0.641091779325216,6.74767535989388e-84,6.7923486226548e-80
"MLX","Neutral_lipid_metabolic_process",0.641084874913535,6.7839490124036e-84,6.82047316049556e-80
"PARVA","Adiponectin_activated_signaling_pathway",0.641070933834894,6.85778371374617e-84,6.88624561977285e-80
"DCAF11","Glucose_import_in_response_to_insulin_stimulus",0.640980080380294,7.35894222741468e-84,7.38042835469019e-80
"CLDN19","Galactolipid_metabolic_process",0.640875665407022,7.98006669783941e-84,7.99357029907535e-80
"NDUFA8","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.640863823859696,8.05372193088016e-84,8.05748788276105e-80
"HACD2","Neutral_lipid_metabolic_process",0.640854935584038,8.10945176117278e-84,8.10333749198777e-80
"MAPKAP1","Glucose_6_phosphate_metabolic_process",0.640828162885693,8.27964725383914e-84,8.26331514477441e-80
"HSPA1B","Heat_acclimation",0.640689268586431,9.22134124344956e-84,9.19194190032565e-80
"CDKN2B","Neutral_lipid_metabolic_process",0.640678915583181,9.29565965707812e-84,9.2547508385751e-80
"NDUFA2","Oxidative_phosphorylation",0.640505632315206,1.06318581602378e-83,1.05722073643023e-79
"CIDEC","Glucose_import_in_response_to_insulin_stimulus",0.640491724266768,1.07470467323334e-83,1.06737803063396e-79
"SLC35C1","Maintenance_of_protein_location_in_mitochondrion",0.640419244275278,1.13677427821198e-83,1.12753882786902e-79
"HIGD2A","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.640417814455052,1.13803395334066e-83,1.12753882786902e-79
"POLR2E","Glucose_import_in_response_to_insulin_stimulus",0.640398894926876,1.15483349380492e-83,1.1427999053734e-79
"MRPL57","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.640348652908366,1.20065327221347e-83,1.1867072784387e-79
"AIFM2","Adiponectin_activated_signaling_pathway",0.640341626821508,1.2072035064708e-83,1.19174212742381e-79
"ABI2","Adiponectin_activated_signaling_pathway",-0.64019445724583,1.35288085910559e-83,1.33394460202046e-79
"PSMD8","Glucose_6_phosphate_metabolic_process",0.640115928850774,1.43763971681993e-83,1.41581129428446e-79
"MTHFD1","Glucose_6_phosphate_metabolic_process",0.640044484581011,1.51933366220252e-83,1.49446644327819e-79
"EIF4EBP1","Glucose_6_phosphate_metabolic_process",0.639995914667339,1.57749331983695e-83,1.54981143676046e-79
"PARK7","Oxidative_phosphorylation",0.639927638216925,1.66301525102545e-83,1.63187359553038e-79
"SLC29A2","Adiponectin_activated_signaling_pathway",0.639922591930212,1.66951625844429e-83,1.63629088548058e-79
"SLC31A2","Adiponectin_activated_signaling_pathway",0.639897287121274,1.70249919200817e-83,1.66662146531534e-79
"TMBIM6","Glucose_6_phosphate_metabolic_process",0.639878378133565,1.72756824965413e-83,1.68914172410104e-79
"C2CD2","Glucose_import_in_response_to_insulin_stimulus",0.639859594292229,1.75283507730369e-83,1.7118013754791e-79
"COX6B1","Oxidative_phosphorylation",0.639793507362338,1.84468965089796e-83,1.79935843650298e-79
"ARSD","Glucose_import_in_response_to_insulin_stimulus",0.639765017206746,1.88575134879169e-83,1.83722131333633e-79
"PRRT2","Glucose_6_phosphate_metabolic_process",-0.63972707426362,1.94185262135291e-83,1.88962925433335e-79
"MRPS16","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.639714106138741,1.9614052653362e-83,1.90638924531948e-79
"SLC25A11","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.639657739952677,2.04869311373523e-83,1.98886665735638e-79
"NDUFS8","Oxidative_phosphorylation",0.639576849315399,2.18075536557471e-83,2.11456401417944e-79
"EMC3","Mitochondrial_protein_catabolic_process",0.63951290091149,2.29112579591976e-83,2.21895533334829e-79
"SLC35C1","Glucose_import_in_response_to_insulin_stimulus",0.63948996011224,2.33206028855877e-83,2.25593064905608e-79
"ANKRD53","Adiponectin_activated_signaling_pathway",0.63943017319148,2.4421936045224e-83,2.35967946582415e-79
"ENPP1","Adiponectin_activated_signaling_pathway",0.639387910717867,2.52315308421299e-83,2.43502868978884e-79
"POP4","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.639380971864617,2.53669831561879e-83,2.44521732542037e-79
"CALB2","Neutral_lipid_metabolic_process",0.639353346145791,2.59134743198519e-83,2.49495692912544e-79
"RAB5IF","Glucose_6_phosphate_metabolic_process",0.639223506111102,2.86430794203889e-83,2.75452349515352e-79
"ARSD","Adiponectin_activated_signaling_pathway",0.639181765120416,2.95799698723097e-83,2.84128282793726e-79
"PDHX","Adiponectin_activated_signaling_pathway",0.639081429281885,3.19586804246917e-83,3.06616937663074e-79
"NEDD4L","Neutral_lipid_metabolic_process",0.638986465785389,3.43850635325343e-83,3.29509768810471e-79
"PAWR","Glucose_6_phosphate_metabolic_process",-0.638941550780248,3.55956905706436e-83,3.40712166531342e-79
"TMEM126A","Oxidative_phosphorylation",0.63884704731074,3.82831848454601e-83,3.66008043478852e-79
"ESYT1","Neutral_lipid_metabolic_process",0.638809572604454,3.94039692636937e-83,3.76283767513941e-79
"UQCRC2","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.638709317129058,4.25655078849707e-83,4.0600077804979e-79
"PRXL2A","Glucose_import_in_response_to_insulin_stimulus",0.638674719783039,4.37141119468921e-83,4.16471061936873e-79
"LETM1","Neutral_lipid_metabolic_process",0.638665020290125,4.40416274260675e-83,4.19103455314112e-79
"ATP10B","Axon_ensheathment_in_central_nervous_system",0.63853916719466,4.85193018458209e-83,4.60642082863544e-79
"AIFM1","Maintenance_of_protein_location_in_mitochondrion",0.638540607311413,4.84655861178368e-83,4.60642082863544e-79
"ATP5F1A","Oxidative_phosphorylation",0.638450646208161,5.19374015001757e-83,4.92522137696612e-79
"ANAPC11","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.638410427041839,5.35685706042875e-83,5.06815962226165e-79
"MRPS7","Mitochondrial_respirasome_assembly",0.638411791497012,5.35124058672835e-83,5.06815962226165e-79
"WSB2","Neutral_lipid_metabolic_process",0.638344212312689,5.63658263425427e-83,5.3266519488194e-79
"ACAA2","Adiponectin_activated_signaling_pathway",0.638300071171596,5.8310854170213e-83,5.50410410760719e-79
"GPBAR1","Neutral_lipid_metabolic_process",0.638256851035155,6.02799905368344e-83,5.68342043266254e-79
"NDUFB2","Mitochondrial_respirasome_assembly",0.638229305542171,6.15693647400238e-83,5.79830732328568e-79
"JUN","Adiponectin_activated_signaling_pathway",-0.638218260362002,6.20940534973505e-83,5.84099847543626e-79
"SCAMP2","Glucose_6_phosphate_metabolic_process",0.638157864087426,6.50427933398191e-83,6.11135290705218e-79
"ITSN1","Neutral_lipid_metabolic_process",0.63815063081999,6.54051606075175e-83,6.13835307922955e-79
"TENM3","Glucose_import_in_response_to_insulin_stimulus",0.637993764863751,7.37772642585601e-83,6.91615371902418e-79
"PFKFB3","Neutral_lipid_metabolic_process",0.637945688717473,7.65505900368152e-83,7.16792485707139e-79
"ZNF445","Mitochondrial_respirasome_assembly",-0.637916881459167,7.82618231138399e-83,7.31978359479567e-79
"CHCHD1","Oxidative_phosphorylation",0.637892762638231,7.97237907153088e-83,7.44800857934602e-79
"FAS","Adiponectin_activated_signaling_pathway",-0.637775755532338,8.72111903622936e-83,8.13821117407865e-79
"VDAC1","Maintenance_of_protein_location_in_mitochondrion",0.637759107738783,8.83318914599517e-83,8.23340252422823e-79
"POR","Glucose_6_phosphate_metabolic_process",0.637672914249577,9.43675710160324e-83,8.78598051046964e-79
"PPP1R1A","Adiponectin_activated_signaling_pathway",0.637658481553903,9.54175891124217e-83,8.87364603656778e-79
"TENM3-AS1","Adiponectin_activated_signaling_pathway",0.637621228874034,9.81818692389111e-83,9.12035455191977e-79
"LAMTOR1","Oxidative_phosphorylation",0.637591369257603,1.00454982003203e-82,9.32092962689751e-79
"ADIPOQ","Glucose_import_in_response_to_insulin_stimulus",0.637558716224098,1.03000735488985e-82,9.54631929912959e-79
"TK2","Glucose_import_in_response_to_insulin_stimulus",0.637511042465892,1.06833286372403e-82,9.89032714758632e-79
"ACOX1","Adiponectin_activated_signaling_pathway",0.637496459721993,1.08033712064597e-82,9.99015812019267e-79
"PRX","Axon_ensheathment_in_central_nervous_system",0.637459012630572,1.11178137455363e-82,1.02693275480884e-78
"ALDH1L1","Glucose_import_in_response_to_insulin_stimulus",0.637321545543916,1.23522248664719e-82,1.13966681699949e-78
"GDE1","Neutral_lipid_metabolic_process",0.637285466164879,1.26982082781942e-82,1.17026930588167e-78
"MICOS13","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.637246104569943,1.30866741709854e-82,1.20471373731568e-78
"MRPS16","Maintenance_of_protein_location_in_mitochondrion",0.637201811438601,1.35379677781542e-82,1.2448579680006e-78
"EDNRA","Adiponectin_activated_signaling_pathway",-0.637043984620058,1.52756455348466e-82,1.40306632793733e-78
"ZNF664","Adiponectin_activated_signaling_pathway",0.63699084772066,1.590926622174e-82,1.45962612821896e-78
"MRPL20","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.636953848003398,1.63658421969027e-82,1.49983413792908e-78
"KIAA0100","Maintenance_of_protein_location_in_mitochondrion",0.636860379525381,1.75781541801939e-82,1.60913353057858e-78
"MRPL36","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.636846483537915,1.77658635449413e-82,1.62449964497966e-78
"PSMD8","Neutral_lipid_metabolic_process",0.636843132045242,1.78114338376412e-82,1.62684885632069e-78
"MGST1","Glucose_6_phosphate_metabolic_process",0.636754504373019,1.90596391250017e-82,1.73891584350242e-78
"SLC35A4","Glucose_6_phosphate_metabolic_process",0.636626518059761,2.10172886884286e-82,1.9153876681579e-78
"COX5A","Glucose_6_phosphate_metabolic_process",0.636540777203979,2.24394228561109e-82,2.04271757236276e-78
"GPT","Neutral_lipid_metabolic_process",0.636407275670795,2.48466597430711e-82,2.2593412796871e-78
"RFNG","Glucose_import_in_response_to_insulin_stimulus",0.636404949850157,2.48907990388261e-82,2.26084287951078e-78
"LRRTM1","Axon_ensheathment_in_central_nervous_system",0.63640314746862,2.49250581944132e-82,2.26144472702765e-78
"OPLAH","Glucose_import_in_response_to_insulin_stimulus",0.636398612259819,2.50114698827728e-82,2.26677178863104e-78
"PLIN1","Neutral_lipid_metabolic_process",0.636377843493569,2.54110122088974e-82,2.30043447998319e-78
"CHCHD4","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.636319638811133,2.65648962626017e-82,2.40223715089819e-78
"GLP2R","Neutral_lipid_metabolic_process",0.636214506222622,2.87828207791986e-82,2.59992900952897e-78
"SSU72","Mitochondrial_respirasome_assembly",0.636201739103853,2.90644123676803e-82,2.6224703918956e-78
"LEP","Neutral_lipid_metabolic_process",0.636195824942063,2.91957826136133e-82,2.63142263929355e-78
"SURF4","Maintenance_of_protein_location_in_mitochondrion",0.636144434111011,3.03624812792424e-82,2.73356692359842e-78
"GPX3","Adiponectin_activated_signaling_pathway",0.636113775834948,3.10804751947859e-82,2.79206553140471e-78
"UNG","Adiponectin_activated_signaling_pathway",0.636114196994833,3.10704983929711e-82,2.79206553140471e-78
"MCCC2","Glucose_import_in_response_to_insulin_stimulus",0.636103579470722,3.13229908367189e-82,2.81076617855604e-78
"ATG9A","Adiponectin_activated_signaling_pathway",0.636058376088292,3.24210119905634e-82,2.90611049784965e-78
"ATP5F1E","Oxidative_phosphorylation",0.636027315832993,3.3197605908522e-82,2.97246605223534e-78
"AURKAIP1","Mitochondrial_respirasome_assembly",0.635961562854815,3.49032225342324e-82,3.12176901810071e-78
"GPX1","Maintenance_of_protein_location_in_mitochondrion",0.635933114687173,3.56679263967368e-82,3.18668196226828e-78
"CERS6","D_glucose_import",0.635830639532178,3.85633271307849e-82,3.44160873125513e-78
"PRRT3-AS1","Glucose_import_in_response_to_insulin_stimulus",0.635734776049043,4.14832244446667e-82,3.69816393563044e-78
"KIAA0100","Neutral_lipid_metabolic_process",0.635732848080336,4.15441510811161e-82,3.69956542134293e-78
"NSDHL","Adiponectin_activated_signaling_pathway",0.6357055161238,4.24175218384938e-82,3.77323451804252e-78
"FOXD1","Axon_ensheathment_in_central_nervous_system",0.635683882502179,4.31217414760669e-82,3.83171320233847e-78
"ALDH6A1","Glucose_import_in_response_to_insulin_stimulus",0.63566223245836,4.38381427988004e-82,3.89114630141424e-78
"GPX1","Mitochondrial_respirasome_assembly",0.635639505923528,4.46029098342055e-82,3.95473898779975e-78
"TKT","Glucose_import_in_response_to_insulin_stimulus",0.635381535792118,5.4272181194336e-82,4.8068618318478e-78
"GPR153","Adiponectin_activated_signaling_pathway",0.635171603290217,6.36595262509335e-82,5.6321991613032e-78
"ATP5PD","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.635095112205025,6.74675860464813e-82,5.96266649435038e-78
"ATG9A","Maintenance_of_protein_location_in_mitochondrion",0.635082178719715,6.81335123328714e-82,6.01502418087984e-78
"CS","Maintenance_of_protein_location_in_mitochondrion",0.634985041273257,7.33485055168172e-82,6.46844109009878e-78
"AZI2","D_glucose_import",0.634982178967839,7.35080535997968e-82,6.47553333424497e-78
"EIF3K","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.634946517421482,7.55250633312383e-82,6.64606345609432e-78
"AIFM1","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.63487979567353,7.94478983729025e-82,6.98375614287453e-78
"INTS6L","Glucose_6_phosphate_metabolic_process",-0.63487748280377,7.9587457708732e-82,6.98851744724424e-78
"COPS9","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.634737817414622,8.84830447288803e-82,7.76130496814929e-78
"SORCS1","Galactolipid_metabolic_process",0.634708009368437,9.0506092826257e-82,7.93025722830667e-78
"CHCHD4","Maintenance_of_protein_location_in_mitochondrion",0.634647807051407,9.47333996066058e-82,8.29178143353509e-78
"SOX2","Axon_ensheathment_in_central_nervous_system",0.634608606639338,9.75910286546075e-82,8.53277671024886e-78
"HEPACAM","Neutral_lipid_metabolic_process",0.634583487857986,9.94670635562218e-82,8.68752445472782e-78
"FAM199X","Adiponectin_activated_signaling_pathway",0.634549526928736,1.02060671144906e-81,8.90454874235034e-78
"CYC1","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.634522979320481,1.04134894170414e-81,9.07584398598708e-78
"LINC02246","Adiponectin_activated_signaling_pathway",0.634507468013943,1.05366186947897e-81,9.17338760530717e-78
"LDHD","Neutral_lipid_metabolic_process",0.634451612953133,1.09921212676146e-81,9.55978712358516e-78
"PSMB5","Mitochondrial_respirasome_assembly",0.634405604474225,1.13820029815312e-81,9.88835674631953e-78
"SYNE3","Adiponectin_activated_signaling_pathway",0.634301659956452,1.23142474363314e-81,1.06869189846908e-77
"TLCD2","Neutral_lipid_metabolic_process",0.634242404375958,1.28792986437173e-81,1.11654582863262e-77
"ATP5F1B","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.633897725019793,1.67164800179713e-81,1.44766928130237e-77
"UQCRC2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.633871998178083,1.70448125888244e-81,1.47454295332701e-77
"NDUFB3","Mitochondrial_electron_transport_cytochrome_c_to_oxygen",0.633863562231493,1.71538652933999e-81,1.48241004894148e-77
"POU3F2","Axon_ensheathment_in_central_nervous_system",0.633839960362505,1.74626726502042e-81,1.50617837590108e-77
"UQCR11","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.633839730162083,1.7465711677976e-81,1.50617837590108e-77
"TENM3","Adiponectin_activated_signaling_pathway",0.633838335581949,1.74841337064979e-81,1.5061799003219e-77
"CLMP","Adiponectin_activated_signaling_pathway",0.633806472878592,1.7910339373411e-81,1.53992807550665e-77
"NDUFA2","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.63380623758492,1.79135248845415e-81,1.53992807550665e-77
"MRPL34","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.633777557673843,1.83060591421445e-81,1.57202082328395e-77
"PSMA7","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.633757013405154,1.85924935663608e-81,1.5949445876386e-77
"CABLES1","Neutral_lipid_metabolic_process",0.633723853836552,1.90642522210303e-81,1.6337016118615e-77
"GRINA","Maintenance_of_protein_location_in_mitochondrion",0.633706246139363,1.93195780671585e-81,1.65384985329982e-77
"ENSG00000288938","Adiponectin_activated_signaling_pathway",0.633690986171,1.95436106923228e-81,1.67127993494356e-77
"SLC25A18","Adiponectin_activated_signaling_pathway",0.633619154437688,2.06333979549763e-81,1.76263171209691e-77
"SENP2","Regulation_of_d_glucose_import",0.633542080905485,2.1870033876907e-81,1.86632460889133e-77
"MCRIP2","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.633515792122289,2.23084836585616e-81,1.90175756538571e-77
"AHCYL1","Adiponectin_activated_signaling_pathway",0.633506286985574,2.2469156162558e-81,1.91346141448539e-77
"UQCRH","Mitochondrial_electron_transport_nadh_to_ubiquinone",0.633486410046433,2.28088825802238e-81,1.94037321706965e-77
"PXMP2","Adiponectin_activated_signaling_pathway",0.633470476209829,2.30849026810015e-81,1.96181519920402e-77
"RPS19BP1","Mitochondrial_respirasome_assembly",0.633441237840492,2.36000698766781e-81,2.00351495703843e-77
"TGFB3","Adiponectin_activated_signaling_pathway",-0.633409795434045,2.41668434723756e-81,2.04950484746439e-77
"HDLBP","Maintenance_of_protein_location_in_mitochondrion",0.633403580455725,2.42804662501272e-81,2.05700917918683e-77
"CYB5A","Glucose_6_phosphate_metabolic_process",0.633295323189548,2.63471225718476e-81,2.2297853193542e-77
"MRPS15","Neutral_lipid_metabolic_process",0.633293551065082,2.63823698112783e-81,2.23046175228083e-77
"RCC1L","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.633069174410377,3.12461907957103e-81,2.63894073672553e-77
"POP4","Oxidative_phosphorylation",0.633054741688894,3.15879697783881e-81,2.66505584300636e-77
"AGPAT3","Adiponectin_activated_signaling_pathway",0.632940841425733,3.44190442516757e-81,2.90092105893893e-77
"MRPL54","Mitochondrial_respirasome_assembly",0.632915869572136,3.50727214076843e-81,2.95297339788315e-77
"COQ9","Mitochondrial_electron_transport_ubiquinol_to_cytochrome_c",0.632899347079497,3.55119994415172e-81,2.98688580503057e-77
